OBJECTID,SEGMENT_ID,L_F_ADD,L_T_ADD,R_F_ADD,R_T_ADD,PRE_DIR,ST_NAME,ST_TYPE,SUF_DIR,MUN_L,MUN_R,CFCC,SPEEDLIMIT,ONEWAY,HEIGHT,WEIGHT,WIDTH,F_ZLEV,T_ZLEV,SHIELD,HWY_NUM,NBHD_L,NBHD_R,FT_COST,TF_COST,TF_DIR,FT_DIR,STATE00_L,STATE00_R,COUNTY00_L,COUNTY00_R,PLACE00_L,PLACE00_R,TRACT00_L,TRACT00_R,BLOCK00_L,BLOCK00_R,MCD00_L,MCD00_R,STREET_ID,SHAPElen
126,154,2,32,1,31,,Albion,ST,,Boston,Boston,A41,20,,,,,0,0,,,Hyde Park,Hyde Park,0.392,0.392, , ,MA,MA,025,025,07000,07000,02136,02136, , ,07000,07000,58,689.400075018332
127,155,1,31,32,2,,Albion,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Roxbury,Roxbury,0.30180678,-1, , ,MA,MA,025,025,07000,07000,02119,02119, , ,07000,07000,59,531.179938629641
128,156,2,22,1,23,,Albright,ST,,Boston,Boston,A41,20,,,,,0,0,,,West Roxbury,West Roxbury,0.233,0.233, , ,MA,MA,025,025,07000,07000,02132,02132, , ,07000,07000,60,411.075310960747
129,157,2,52,1,53,,Alcorn,ST,,Boston,Boston,A41,20,,,,,0,0,,,Allston-Brighton,Allston-Brighton,0.216,0.216, , ,MA,MA,025,025,07000,07000,02134,02215, , ,07000,07000,61,374.71216406063
130,158,54,98,55,99,,Alcorn,ST,,Boston,Boston,A41,20,,,,,0,0,,,Allston-Brighton,Allston-Brighton,0.197,0.197, , ,MA,MA,025,025,07000,07000,02134,02134, , ,07000,07000,61,340.37395207377
131,159,2,26,1,25,,Alcott,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Allston-Brighton,Allston-Brighton,0.3,-1, , ,MA,MA,025,025,07000,07000,02134,02134, , ,07000,07000,62,525.948655616495
132,160,1,7,2,8,,Alder,ST,,Boston,Boston,A41,20,,,,,0,0,,,Roslindale,Roslindale,0.077,0.077, , ,MA,MA,025,025,07000,07000,02131,02131, , ,07000,07000,63,126.665842784611
133,161,9,67,10,66,,Alder,ST,,Boston,Boston,A41,20,,,,,0,0,,,Roslindale,Roslindale,0.148,0.148, , ,MA,MA,025,025,07000,07000,02131,02131, , ,07000,07000,63,264.819433815483
134,162,69,99,68,98,,Alder,ST,,Boston,Boston,A41,20,,,,,0,0,,,Roslindale,Roslindale,0.072,0.072, , ,MA,MA,025,025,07000,07000,02131,02131, , ,07000,07000,63,125.862209540931
135,163,15,1,16,2,,Aldie,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Allston-Brighton,Allston-Brighton,0.13148928,-1, , ,MA,MA,025,025,07000,07000,02134,02134, , ,07000,07000,64,231.421138138331
136,164,41,17,40,18,,Aldie,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Allston-Brighton,Allston-Brighton,0.15872755,-1, , ,MA,MA,025,025,07000,07000,02134,02134, , ,07000,07000,64,279.360493819414
137,165,77,43,78,42,,Aldie,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Allston-Brighton,Allston-Brighton,0.3280814,-1, , ,MA,MA,025,025,07000,07000,02134,02134, , ,07000,07000,64,577.423261652381
138,166,44,90,37,89,,Aldrich,ST,,Boston,Boston,A41,20,,,,,0,0,,,Roslindale,Roslindale,0.362,0.362, , ,MA,MA,025,025,07000,07000,02131,02131, , ,07000,07000,66,639.563333615262
139,167,92,130,91,125,,Aldrich,ST,,Boston,Boston,A41,20,,,,,0,0,,,Roslindale,Roslindale,0.374,0.374, , ,MA,MA,025,025,07000,07000,02131,02131, , ,07000,07000,66,650.421422730247
140,168,132,198,127,199,,Aldrich,ST,,Boston,Boston,A41,20,,,,,0,0,,,Roslindale,Roslindale,0.259,0.259, , ,MA,MA,025,025,07000,07000,02131,02131, , ,07000,07000,66,460.306596325371
141,169,2,12,1,11,,Aldwin,RD,,Boston,Boston,A41,20,,,,,0,0,,,Roslindale,Roslindale,0.122,0.122, , ,MA,MA,025,025,07000,07000,02131,02131, , ,07000,07000,67,208.717122400806
142,170,2,62,1,61,,Aldworth,ST,,Boston,Boston,A41,20,,,,,0,0,,,Jamaica Plain,Jamaica Plain,0.484,0.484, , ,MA,MA,025,025,07000,07000,02130,02130, , ,07000,07000,68,845.890096885125
143,171,77,29,74,42,,Alexander,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Dorchester,Dorchester,0.36736969,-1, , ,MA,MA,025,025,07000,07000,02125,02125, , ,07000,07000,69,646.570657580801
144,173,2,8,1,7,,Alfred,ST,,Boston,Boston,A41,20,,,,,0,0,,,Jamaica Plain,Jamaica Plain,0.093,0.093, , ,MA,MA,025,025,07000,07000,02130,02130, , ,07000,07000,71,162.237080484305
145,175,2,24,1,25,,Alhambra,RD,,Boston,Boston,A41,20,,,,,0,0,,,West Roxbury,West Roxbury,0.299,0.299, , ,MA,MA,025,025,07000,07000,02132,02132, , ,07000,07000,74,520.787385032856
146,176,2,48,1,49,,Alicia,RD,,Boston,Boston,A41,20,,,,,0,0,,,Dorchester,Dorchester,0.41,0.41, , ,MA,MA,025,025,07000,07000,02124,02124, , ,07000,07000,75,713.606962945522
147,177,50,78,51,79,,Alicia,RD,,Boston,Boston,A41,20,,,,,0,0,,,Dorchester,Dorchester,0.14,0.14, , ,MA,MA,025,025,07000,07000,02124,02124, , ,07000,07000,75,242.522969458955
148,178,2,4,1,5,,Alkyris,RD,,Boston,Boston,A74,15,,,,,0,0,,,West Roxbury,West Roxbury,0.122,0.122, , ,MA,MA,025,025,07000,07000,02132,02132, , ,07000,07000,76,260.618084816404
149,179,15,1,14,2,,Alleghany,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Roxbury,Roxbury,-1,0.177, , ,MA,MA,025,025,07000,07000,02120,02120, , ,07000,07000,79,311.574441950429
150,180,,,,,,Allston,ST,,Boston,Boston,A31,25,,,,,0,0,,,Allston-Brighton,Allston-Brighton,0.025,0.025, , ,MA,MA,025,025,07000,07000,02134,02134, , ,07000,07000,88,67.947547952314
151,181,,,,,,Allston,ST,,Boston,Boston,A31,25,,,,,0,0,,,Allston-Brighton,Allston-Brighton,0.014,0.014, , ,MA,MA,025,025,07000,07000,02134,02134, , ,07000,07000,88,29.7822233434867
152,182,,,,,,Allston,ST,,Boston,Boston,A31,25,,,,,0,0,,,Allston-Brighton,Allston-Brighton,0.023,0.023, , ,MA,MA,025,025,07000,07000,02134,02134, , ,07000,07000,88,50.0668257633255
153,183,160,168,161,179,,Allston,ST,,Boston,Boston,A31,25,,,,,0,0,,,Allston-Brighton,Allston-Brighton,0.131,0.131, , ,MA,MA,025,025,07000,07000,02134,02134, , ,07000,07000,88,291.682346976119
154,184,198,198,199,199,,Allston,ST,,Boston,Boston,A41,20,,,,,0,0,,,Allston-Brighton,Allston-Brighton,0.057,0.057, , ,MA,MA,025,025,07000,07000,02134,02135, , ,07000,07000,88,97.1952279350835
155,185,200,208,201,209,,Allston,ST,,Boston,Boston,A41,20,,,,,0,0,,,Allston-Brighton,Allston-Brighton,0.059,0.059, , ,MA,MA,025,025,07000,07000,02135,02135, , ,07000,07000,88,100.877809701607
156,186,210,212,211,213,,Allston,ST,,Boston,Boston,A41,20,,,,,0,0,,,Allston-Brighton,Allston-Brighton,0.057,0.057, , ,MA,MA,025,025,07000,07000,02135,02135, , ,07000,07000,88,102.939791372744
157,187,214,244,215,245,,Allston,ST,,Boston,Boston,A41,20,,,,,0,0,,,Allston-Brighton,Allston-Brighton,0.055,0.055, , ,MA,MA,025,025,07000,07000,02135,02135, , ,07000,07000,88,96.5389950449894
158,188,246,258,247,267,,Allston,ST,,Boston,Boston,A41,20,,,,,0,0,,,Allston-Brighton,Allston-Brighton,0.188,0.188, , ,MA,MA,025,025,07000,07000,02135,02135, , ,07000,07000,88,332.48909304132
159,189,260,274,269,279,,Allston,ST,,Boston,Boston,A41,20,,,,,0,0,,,Allston-Brighton,Allston-Brighton,0.128,0.128, , ,MA,MA,025,025,07000,07000,02135,02135, , ,07000,07000,88,217.330233113894
160,190,276,302,281,303,,Allston,ST,,Boston,Boston,A41,20,,,,,0,0,,,Allston-Brighton,Allston-Brighton,0.128,0.128, , ,MA,MA,025,025,07000,07000,02135,02135, , ,07000,07000,88,222.566853728926
161,191,304,324,305,325,,Allston,ST,,Boston,Boston,A41,20,,,,,0,0,,,Allston-Brighton,Allston-Brighton,0.259,0.259, , ,MA,MA,025,025,07000,07000,02135,02135, , ,07000,07000,88,454.037670958474
162,192,2,12,1,11,,Allston,ST,,Boston,Boston,A41,20,,,,,0,0,,,Dorchester,Dorchester,0.141,0.141, , ,MA,MA,025,025,07000,07000,02124,02124, , ,07000,07000,90,247.733352230566
163,193,14,14,13,15,,Allston,ST,,Boston,Boston,A41,20,,,,,0,0,,,Dorchester,Dorchester,0.058,0.058, , ,MA,MA,025,025,07000,07000,02124,02124, , ,07000,07000,90,104.339826002937
164,194,16,18,17,17,,Allston,ST,,Boston,Boston,A41,20,,,,,0,0,,,Dorchester,Dorchester,0.066,0.066, , ,MA,MA,025,025,07000,07000,02124,02124, , ,07000,07000,90,113.600612719774
165,195,20,28,19,29,,Allston,ST,,Boston,Boston,A41,20,,,,,0,0,,,Dorchester,Dorchester,0.144,0.144, , ,MA,MA,025,025,07000,07000,02124,02124, , ,07000,07000,90,245.684582572992
166,196,30,40,31,39,,Allston,ST,,Boston,Boston,A41,20,,,,,0,0,,,Dorchester,Dorchester,0.182,0.182, , ,MA,MA,025,025,07000,07000,02124,02124, , ,07000,07000,90,320.251928211498
167,197,51,1,52,2,,Allston,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Charlestown,Charlestown,0.39030676,-1, , ,MA,MA,025,025,07000,07000,02129,02129, , ,07000,07000,89,686.939903462781
168,198,2,2,1,1,,Allston,SQ,,Boston,Boston,A71,5,N,,,,0,0,,,Allston-Brighton,Allston-Brighton,-1,-1, , ,MA,MA, , , , ,02134,02134, , ,07000,07000,4650,138.421702188031
169,199,120,144,131,149,,Almont,ST,,Boston,Boston,A41,20,,,,,0,0,,,Mattapan,Mattapan,0.154,0.154, , ,MA,MA,025,025,07000,07000,02126,02126, , ,07000,07000,91,266.834572378037
170,200,146,158,151,165,,Almont,ST,,Boston,Boston,A41,20,,,,,0,0,,,Mattapan,Mattapan,0.165,0.165, , ,MA,MA,025,025,07000,07000,02126,02126, , ,07000,07000,91,297.267156344857
171,201,160,178,167,179,,Almont,ST,,Boston,Boston,A41,20,,,,,0,0,,,Mattapan,Mattapan,0.169,0.169, , ,MA,MA,025,025,07000,07000,02126,02126, , ,07000,07000,91,291.758717934647
172,202,238,298,229,299,,Almont,ST,,Boston,Boston,A41,20,,,,,0,0,,,Mattapan,Mattapan,0.088,0.088, , ,MA,MA,025,025,07000,07000,02126,02126, , ,07000,07000,91,161.831874962122
173,203,2,38,1,27,,Alpheus,RD,,Boston,Boston,A41,20,,,,,0,0,,,Roslindale,Roslindale,0.287,0.287, , ,MA,MA,025,025,07000,07000,02131,02131, , ,07000,07000,95,484.626159373224
174,204,40,68,29,35,,Alpheus,RD,,Boston,Boston,A41,20,,,,,0,0,,,Roslindale,Roslindale,0.157,0.157, , ,MA,MA,025,025,07000,07000,02131,02131, , ,07000,07000,95,257.883075390429
175,205,70,84,37,43,,Alpheus,RD,,Boston,Boston,A41,20,,,,,0,0,,,Roslindale,Roslindale,0.122,0.122, , ,MA,MA,025,025,07000,07000,02131,02131, , ,07000,07000,95,212.993718038557
176,206,86,98,45,99,,Alpheus,RD,,Boston,Boston,A41,20,,,,,0,0,,,Roslindale,Roslindale,0.126,0.126, , ,MA,MA,025,025,07000,07000,02131,02131, , ,07000,07000,95,219.670100756433
177,207,21,1,18,2,,Alpine,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Roxbury,Roxbury,0.17718338,-1, , ,MA,MA,025,025,07000,07000,02119,02119, , ,07000,07000,98,311.842756193897
178,213,2,16,1,15,,Althea,ST,,Boston,Boston,A41,20,,,,,0,0,,,Dorchester,Dorchester,0.189,0.189, , ,MA,MA,025,025,07000,07000,02122,02122, , ,07000,07000,101,334.00539946922
179,215,2,10,1,9,,Alvan,TER,,Boston,Boston,A41,15,,,,,0,0,,,Dorchester,Dorchester,0.151,0.151, , ,MA,MA,025,025,07000,07000,02125,02125, , ,07000,07000,104,211.244619685605
180,216,6,16,5,17,,Alvarado,AVE,,Boston,Boston,A41,15,,,,,0,0,,,Hyde Park,Hyde Park,0.286,0.286, , ,MA,MA,025,025,07000,07000,02136,02136, , ,07000,07000,105,380.212307075078
181,223,2,16,1,15,,Alward,RD,,Boston,Boston,A41,20,,,,,0,0,,,West Roxbury,West Roxbury,0.276,0.276, , ,MA,MA,025,025,07000,07000,02132,02132, , ,07000,07000,108,475.336322365369
182,224,6,16,9,19,,Alwin,ST,,Boston,Boston,A31,25,,,,,0,0,,,Hyde Park,Hyde Park,0.111,0.111, , ,MA,MA,025,025,07000,07000,02136,02136, , ,07000,07000,109,214.355751848623
183,225,2,6,1,7,,Amboy,ST,,Boston,Boston,A41,20,,,,,0,0,,,Allston-Brighton,Allston-Brighton,0.115,0.115, , ,MA,MA,025,025,07000,07000,02134,02134, , ,07000,07000,110,200.670376177023
184,231,100,144,101,145,,Ames,ST,,Boston,Boston,A41,15,,,,,0,0,,,Dorchester,Dorchester,0.485,0.485, , ,MA,MA,025,025,07000,07000,02124,02124, , ,07000,07000,115,601.778760718782
185,232,2,24,1,25,,Amesbury,ST,,Boston,Boston,A41,15,,,,,0,0,,,West Roxbury,West Roxbury,0.333,0.333, , ,MA,MA,025,025,07000,07000,02132,02132, , ,07000,07000,116,294.421560960986
186,233,51,1,50,2,,Amherst,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Roslindale,Roslindale,-1,0.332, , ,MA,MA,025,025,07000,07000,02131,02131, , ,07000,07000,117,607.159944556622
187,234,2,48,1,49,,Amoret,RD,,Boston,Boston,A74,5,N,,,,0,0,,,West Roxbury,West Roxbury,-1,-1, , ,MA,MA, , , , ,02132,02132, , ,07000,07000,4655,59.3390856007793
188,235,50,98,51,99,,Amoret,RD,,Boston,Boston,A74,5,N,,,,0,0,,,West Roxbury,West Roxbury,-1,-1, , ,MA,MA, , , , ,02132,02132, , ,07000,07000,4655,138.543819241026
189,240,116,140,115,143,,Amory,ST,,Boston,Boston,A41,20,,,,,0,0,,,Roxbury,Roxbury,0.151,0.151, , ,MA,MA,025,025,07000,07000,02119,02119, , ,07000,07000,119,260.207666374287
190,241,142,162,145,165,,Amory,ST,,Boston,Boston,A41,20,,,,,0,0,,,Roxbury,Roxbury,0.139,0.139, , ,MA,MA,025,025,07000,07000,02119,02119, , ,07000,07000,119,244.956313046289
191,242,164,168,167,169,,Amory,ST,,Boston,Boston,A41,20,,,,,0,0,,,Roxbury,Roxbury,0.133,0.133, , ,MA,MA,025,025,07000,07000,02119,02130, , ,07000,07000,119,224.986341498926
192,243,170,174,171,175,,Amory,ST,,Boston,Boston,A41,20,,,,,0,0,,,Jamaica Plain,Jamaica Plain,0.153,0.153, , ,MA,MA,025,025,07000,07000,02119,02130, , ,07000,07000,119,19.0230164374683
193,244,212,236,211,229,,Amory,ST,,Boston,Boston,A41,20,,,,,0,0,,,Jamaica Plain,Jamaica Plain,0.133,0.133, , ,MA,MA,025,025,07000,07000,02130,02130, , ,07000,07000,119,225.446187178229
194,245,238,288,231,267,,Amory,ST,,Boston,Boston,A41,20,,,,,0,0,,,Jamaica Plain,Jamaica Plain,0.393,0.393, , ,MA,MA,025,025,07000,07000,02130,02130, , ,07000,07000,119,667.334729429644
195,246,290,328,269,331,,Amory,ST,,Boston,Boston,A41,20,,,,,0,0,,,Jamaica Plain,Jamaica Plain,0.193,0.193, , ,MA,MA,025,025,07000,07000,02130,02130, , ,07000,07000,119,358.223649074585
196,247,362,440,363,441,,Amory,ST,,Boston,Boston,A41,20,,,,,0,0,,,Jamaica Plain,Jamaica Plain,0.5,0.5, , ,MA,MA,025,025,07000,07000,02130,02130, , ,07000,07000,119,871.056232484125
197,251,76,100,83,99,,Anawan,AVE,,Boston,Boston,A41,20,,,,,0,0,,,West Roxbury,West Roxbury,0.183,0.183, , ,MA,MA,025,025,07000,07000,02132,02132, , ,07000,07000,120,331.458086842484
198,252,102,114,101,119,,Anawan,AVE,,Boston,Boston,A41,20,,,,,0,0,,,West Roxbury,West Roxbury,0.185,0.185, , ,MA,MA,025,025,07000,07000,02132,02132, , ,07000,07000,120,318.476881032982
199,253,116,198,121,199,,Anawan,AVE,,Boston,Boston,A41,20,,,,,0,0,,,West Roxbury,West Roxbury,0.202,0.202, , ,MA,MA,025,025,07000,07000,02132,02132, , ,07000,07000,120,348.256754265629
200,254,2,10,1,9,,Anawan,TER,,Boston,Boston,A41,15,,,,,0,0,,,Roslindale,Roslindale,0.122,0.122, , ,MA,MA,025,025,07000,07000,02132,02132, , ,07000,07000,121,147.83484226434
201,257,25,23,28,24,,Anderson,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Boston,Boston,0.04100826,-1, , ,MA,MA,025,025,07000,07000,02114,02114, , ,07000,07000,125,72.1745463411767
202,259,48,56,49,55,,Anderson,ST,,Boston,Boston,A41,20,,,,,0,0,,,Boston,Boston,0.05378867,0.05378867, , ,MA,MA,025,025,07000,07000,02114,02114, , ,07000,07000,125,94.6680558653237
203,260,1,3,2,4,,Anderson,PL,,Boston,Boston,A71,5,N,,,,0,0,,,Boston,Boston,-1,-1, , ,MA,MA, , , , ,02114,02114, , ,07000,07000,4658,79.1148834215041
204,267,2,16,1,17,,Annapolis,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Dorchester,Dorchester,0.193,-1, , ,MA,MA,025,025,07000,07000,02125,02125, , ,07000,07000,134,342.915545047323
205,268,2,22,1,21,,Annavoy,ST,,Boston,Boston,A41,20,,,,,0,0,,,East Boston,East Boston,0.129,0.129, , ,MA,MA,025,025,07000,07000,02128,02128, , ,07000,07000,135,227.051264597373
206,269,24,98,23,99,,Annavoy,ST,,Boston,Boston,A41,20,,,,,0,0,,,East Boston,East Boston,0.196,0.196, , ,MA,MA,025,025,07000,07000,02128,02128, , ,07000,07000,135,342.855829802067
207,270,2,16,1,17,,Ansonia,RD,,Boston,Boston,A41,20,,,,,0,0,,,West Roxbury,West Roxbury,0.143,0.143, , ,MA,MA,025,025,07000,07000,02132,02132, , ,07000,07000,140,246.435327249061
208,271,18,28,19,29,,Ansonia,RD,,Boston,Boston,A41,20,,,,,0,0,,,West Roxbury,West Roxbury,0.141,0.141, , ,MA,MA,025,025,07000,07000,02132,02132, , ,07000,07000,140,248.572614302091
209,272,30,40,31,35,,Ansonia,RD,,Boston,Boston,A41,20,,,,,0,0,,,West Roxbury,West Roxbury,0.092,0.092, , ,MA,MA,025,025,07000,07000,02132,02132, , ,07000,07000,140,172.839386896439
210,273,42,50,37,49,,Ansonia,RD,,Boston,Boston,A41,20,,,,,0,0,,,West Roxbury,West Roxbury,0.128,0.128, , ,MA,MA,025,025,07000,07000,02132,02132, , ,07000,07000,140,213.049801180988
211,274,,,,,,Ansonia,RD,,Boston,Boston,A41,20,,,,,0,0,,,West Roxbury,West Roxbury,0.215,0.215, , ,MA,MA,025,025,07000,07000,02132,02132, , ,07000,07000,140,83.2439211397158
212,275,32,50,29,49,,Anthony Rip Valenti,WAY,,Boston,Boston,A41,20,,,,,0,0,,,Boston,Boston,0.11771275,0.11771275, , ,MA,MA,025,025,07000,07000,02114,02114, , ,07000,07000,143,207.174443961906
213,276,2,10,1,9,,Anthony J Grieco,TER,,Boston,Boston,A41,15,,,,,0,0,,,East Boston,East Boston,0.231,0.231, , ,MA,MA,025,025,07000,07000,02128,02128, , ,07000,07000,142,233.624060881137
214,278,2,16,1,15,,Antwerp,ST,,Boston,Boston,A41,20,,,,,0,0,,,Allston-Brighton,Allston-Brighton,0.127,0.127, , ,MA,MA,025,025,07000,07000,02135,02135, , ,07000,07000,145,228.011225441791
215,279,18,32,17,35,,Antwerp,ST,,Boston,Boston,A41,20,,,,,0,0,,,Allston-Brighton,Allston-Brighton,0.124,0.124, , ,MA,MA,025,025,07000,07000,02135,02135, , ,07000,07000,145,220.467124350691
216,281,64,88,79,89,,Antwerp,ST,,Boston,Boston,A41,20,,,,,0,0,,,Allston-Brighton,Allston-Brighton,0.12578235,0.12578235, , ,MA,MA,025,025,07000,07000,02135,02135, , ,07000,07000,145,221.376943949115
217,283,2,10,1,5,,Appian,WAY,,Boston,Boston,A41,20,FT,,,,0,0,,,Allston-Brighton,Allston-Brighton,-1,0.119, , ,MA,MA,025,025,07000,07000,02134,02134, , ,07000,07000,147,207.999904238903
218,284,12,12,7,11,,Appian,WAY,,Boston,Boston,A41,20,FT,,,,0,0,,,Allston-Brighton,Allston-Brighton,-1,0.139, , ,MA,MA,025,025,07000,07000,02134,02134, , ,07000,07000,147,246.601617674295
219,285,2,6,1,7,,Appian,PL,,Boston,Boston,A41,15,,,,,0,0,,,East Boston,East Boston,0.1,0.1, , ,MA,MA,025,025,07000,07000,02128,02128, , ,07000,07000,146,122.743597836537
220,286,9,1,6,2,,Appleton,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Boston,Boston,0.24132967,-1, , ,MA,MA,025,025,07000,07000,02116,02116, , ,07000,07000,148,424.740217475182
221,287,67,11,74,8,,Appleton,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Boston,Boston,0.34933106,-1, , ,MA,MA,025,025,07000,07000,02116,02116, , ,07000,07000,148,614.822662987131
222,288,129,69,128,76,,Appleton,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Boston,Boston,0.347729,-1, , ,MA,MA,025,025,07000,07000,02116,02116, , ,07000,07000,148,612.003044107205
223,290,2,14,1,15,,Arbella,RD,,Boston,Boston,A41,15,,,,,0,0,,,Dorchester,Dorchester,0.19,0.19, , ,MA,MA,025,025,07000,07000,02124,02124, , ,07000,07000,150,250.800148991141
224,291,2,22,1,23,,Arborcrest,TER,,Boston,Boston,A41,20,,,,,0,0,,,Mattapan,Mattapan,0.27,0.27, , ,MA,MA,025,025,07000,07000,02126,02126, , ,07000,07000,151,486.587932143297
225,293,49,33,50,32,,Archdale,RD,,Boston,Boston,A41,20,FT,,,,0,0,,,Roslindale,Roslindale,-1,0.119, , ,MA,MA,025,025,07000,07000,02131,02131, , ,07000,07000,164,218.125907099725
226,294,71,51,70,52,,Archdale,RD,,Boston,Boston,A41,20,FT,,,,0,0,,,Roslindale,Roslindale,-1,0.127, , ,MA,MA,025,025,07000,07000,02131,02131, , ,07000,07000,164,224.508240907439
227,295,67,1,66,2,,Arcola,ST,,Boston,Boston,A41,15,,,,,0,0,,,Jamaica Plain,Jamaica Plain,0.24,0.24, , ,MA,MA,025,025,07000,07000,02130,02130, , ,07000,07000,165,321.309891454922
228,296,2,50,1,51,,Ardale,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Roslindale,Roslindale,0.403,-1, , ,MA,MA,025,025,07000,07000,02131,02131, , ,07000,07000,166,701.462461581645
229,297,52,120,53,119,,Ardale,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Roslindale,Roslindale,0.531,-1, , ,MA,MA,025,025,07000,07000,02131,02131, , ,07000,07000,166,934.097544630062
230,298,1,11,2,10,,Ardee,ST,,Boston,Boston,A41,15,FT,,,,0,0,,,East Boston,East Boston,0.18875573,-1, , ,MA,MA,025,025,07000,07000,02128,02128, , ,07000,07000,167,249.157568819495
231,299,2,32,1,37,,Arden,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Allston-Brighton,Allston-Brighton,0.328,-1, , ,MA,MA,025,025,07000,07000,02134,02134, , ,07000,07000,168,566.925266868838
232,300,2,108,1,109,,Atkinson,ST,,Boston,Boston,A41,20,,,,,0,0,,,Roxbury,Roxbury,0.322,0.322, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,221,562.641567125395
233,303,703,697,644,640,,Atlantic,AVE,,Boston,Boston,A31,25,FT,,,,0,0,,,Boston,Boston,0.03735802,-1, , ,MA,MA,025,025,07000,07000,02111,02111, , ,07000,07000,222,82.1876437049306
234,304,21,1,22,2,,Atlantic,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,South Boston,South Boston,0.21002261,-1, , ,MA,MA,025,025,07000,07000,02127,02127, , ,07000,07000,223,369.639789479954
235,305,2,42,1,31,,Atlantis,ST,,Boston,Boston,A41,20,,,,,0,0,,,West Roxbury,West Roxbury,0.277,0.277, , ,MA,MA,025,025,07000,07000,02132,02132, , ,07000,07000,224,482.805060273625
236,306,2,12,1,15,,Atwill,RD,,Boston,Boston,A41,20,,,,,0,0,,,West Roxbury,West Roxbury,0.138,0.138, , ,MA,MA,025,025,07000,07000,02132,02132, , ,07000,07000,225,244.772218693018
237,309,15,1,18,2,,Auburn,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Charlestown,Charlestown,0.14773102,-1, , ,MA,MA,025,025,07000,07000,02129,02129, , ,07000,07000,230,260.006588297702
238,310,27,17,30,20,,Auburn,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Charlestown,Charlestown,0.078,-1, , ,MA,MA,025,025,07000,07000,02129,02129, , ,07000,07000,230,140.58857543539
239,311,47,47,42,42,,Auburn,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Charlestown,Charlestown,-1,0.054, , ,MA,MA,025,025,07000,07000,02129,02129, , ,07000,07000,230,88.3892649471131
240,313,2,2,1,1,,Auburn,TER,,Boston,Boston,A41,15,,,,,0,0,,,Charlestown,Charlestown,0.063,0.063, , ,MA,MA,025,025,07000,07000,02129,02129, , ,07000,07000,4670,173.594452499824
241,314,2,8,1,9,,Auckland,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Dorchester,Dorchester,0.108,-1, , ,MA,MA,025,025,07000,07000,02125,02125, , ,07000,07000,231,177.748887714038
242,315,10,26,11,27,,Auckland,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Dorchester,Dorchester,0.099,-1, , ,MA,MA,025,025,07000,07000,02125,02125, , ,07000,07000,231,180.698326651429
243,316,28,32,29,33,,Auckland,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Dorchester,Dorchester,0.101,-1, , ,MA,MA,025,025,07000,07000,02125,02125, , ,07000,07000,231,177.911781574345
244,317,34,42,35,41,,Auckland,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Dorchester,Dorchester,0.09,-1, , ,MA,MA,025,025,07000,07000,02125,02125, , ,07000,07000,231,164.465081964473
245,318,44,54,43,55,,Auckland,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Dorchester,Dorchester,0.094,-1, , ,MA,MA,025,025,07000,07000,02125,02125, , ,07000,07000,231,161.73383255672
246,319,99,57,98,56,,Auckland,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Dorchester,Dorchester,-1,0.362, , ,MA,MA,025,025,07000,07000,02125,02125, , ,07000,07000,231,632.358550568889
247,320,100,144,101,143,,Auckland,ST,,Boston,Boston,A41,20,,,,,0,0,,,Dorchester,Dorchester,0.283,0.283, , ,MA,MA,025,025,07000,07000,02125,02125, , ,07000,07000,231,497.752234686732
248,321,17,1,8,2,,Augustus,AVE,,Boston,Boston,A41,20,FT,,,,0,0,,,Roslindale,Roslindale,0.14382513,-1, , ,MA,MA,025,025,07000,07000,02131,02131, , ,07000,07000,232,253.132228435137
249,322,41,19,42,10,,Augustus,AVE,,Boston,Boston,A41,20,FT,,,,0,0,,,Roslindale,Roslindale,0.21039051,-1, , ,MA,MA,025,025,07000,07000,02131,02131, , ,07000,07000,232,370.287302682912
